,Username,Name,Country,Prize,Year
0,BoxeR,"Lim, Yo Hwan","Korea, Republic of","$32,482.47",2002
1,Halen,"Akihiro, Nakamura",Japan,"$26,500.00",2002
2,GitzZz,Christian Höck,Germany,"$20,000.00",2002
3,LeXeR,Alex Nesterov,Russian Federation,"$20,000.00",2002
4,uNkind,Alexey Smaev,Russian Federation,"$20,000.00",2002
5,ghanggi71,"Hwang, Sang Woo","Korea, Republic of","$20,000.00",2002
6,Medusa,"Yoon, Jeon Ji","Korea, Republic of","$18,965.00",2002
7,Sync,"Byun, Gil Sup","Korea, Republic of","$16,179.92",2002
8,Reach,"Park, Jung Suk","Korea, Republic of","$15,888.15",2002
9,Fatal1ty,Johnathan Wendel,United States,"$15,000.00",2002
10,H.O.T-Forever,"Gyung, Kang Doh","Korea, Republic of","$12,090.96",2002
11,ElkY,Bertrand Gropellier,France,"$10,813.50",2002
12,KaLbI4,Alexander Gribov,Russian Federation,"$10,600.00",2002
13,NooK,Alexei Kozlovski,Russian Federation,"$10,600.00",2002
14,Rado,Anton Kapitanov,Russian Federation,"$10,600.00",2002
15,Rider,Khan Viacheslav,Russian Federation,"$10,600.00",2002
16,MadFan,Vitaly Pochinkin,Russian Federation,"$10,600.00",2002
17,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$10,589.60",2002
18,YellOw,"Hong, Jin-Ho","Korea, Republic of","$10,000.00",2002
19,Daler,Sean Price,United States,"$10,000.00",2002
20,Jaguar,"Kim, Doo Hyung","Korea, Republic of","$10,000.00",2002
21,Akiles,Alvaro Romero,Spain,"$10,000.00",2002
22,Shaggy,Samuel Boult,United Kingdom,"$10,000.00",2002
23,IamKen,"Chun, Ming Chu","Taiwan, Republic of China","$10,000.00",2002
24,uG-Whear,- -,United States,"$10,000.00",2002
25,Chris,Chris Bourque,Canada,"$9,500.00",2002
26,elemeNt,Ola Moum,Norway,"$7,783.28",2002
27,Eli,Martin Elitzer,Germany,"$7,679.25",2002
28,Hell,Erik Christiansen,Germany,"$7,679.25",2002
29,HeatoN,Emil Christensen,Sweden,"$7,500.00",2002
30,Potti,Tommy Ingemarsson,Sweden,"$7,500.00",2002
31,Hyb,Johan Carlund,Sweden,"$7,000.00",2002
32,Souledge,Jerry Carlund,Sweden,"$7,000.00",2002
33,XeqtR,Jørgen Johannessen,Norway,"$6,934.30",2002
34,DarK,Ruben Bielenberg,Norway,"$6,934.30",2002
35,Moto,Dave Geffon,United States,"$6,600.00",2002
36,kane,Dave Cannon,United States,"$6,600.00",2002
37,jojo,"Hwang, Yeon Taek","Korea, Republic of","$6,256.50",2002
38,Steel,Ognian Gueorguiev,Canada,"$5,800.00",2002
39,brunk,Christoffer Forsberg,Sweden,"$5,671.00",2002
40,Rambo,Ronald Kim,United States,"$5,600.00",2002
41,Ksharp,Kyle Miller,United States,"$5,600.00",2002
42,Bullseye,Sean Morgan,United States,"$5,600.00",2002
43,Xenon,Harvey Migotti,Sweden,"$5,460.29",2002
44,puCSt,Christian Pust,Germany,"$5,454.56",2002
45,Roman R.,Roman Reinhardt,Germany,"$5,408.53",2002
46,Niels K.,Niels Karowski,Germany,"$5,408.53",2002
47,silencer,Sebastian Schweitzer,Germany,"$5,408.53",2002
48,GeeK,Piers Jolley,United Kingdom,"$5,316.00",2002
49,neville,Matt Neville,Canada,"$5,200.00",2002
50,RIP_DREAMS,Micheal Rietdijk,Netherlands,"$5,150.00",2002
51,iamgrunt,"Kang, Byung Geon","Korea, Republic of","$5,100.00",2002
52,socrates,Jason Sylka,United States,"$5,000.00",2002
53,cpense,Caleb Pense,United States,"$5,000.00",2002
54,Blackman,Artur Michalak,Poland,"$5,000.00",2002
55,eVeNfLoW,Nicholas McCabe,New Zealand,"$5,000.00",2002
56,Stefan,Stefan Berndt,Germany,"$5,000.00",2002
57,ShowTime,"Kim, Dae Ho","Korea, Republic of","$4,950.00",2002
58,Oddysay,"Han, Woong Ryul","Korea, Republic of","$4,913.16",2002
59,ahl,Michael Korduner,Sweden,"$4,671.00",2002
60,ScreaM,Patrick Roth,Sweden,"$4,671.00",2002
61,VicoN,Esben Nicolaisen,Denmark,"$4,558.20",2002
62,Mimmox,Michele Casoli,Italy,"$4,500.00",2002
63,mug,Ronan Ryan,Canada,"$4,200.00",2002
64,Phage,Vunya Griffith,Canada,"$4,200.00",2002
65,wombat,Mark Larsen,United States,"$4,166.67",2002
66,w!$eGUy,Ted Georgoudakis,Canada,"$4,166.67",2002
67,ReVeNaNt,Tyler Bentz,United States,"$4,166.67",2002
68,Gusto,- -,Canada,"$4,166.67",2002
69,george,- -,Canada,"$4,166.67",2002
70,ArKaiNe,Dan Albu,Canada,"$4,166.67",2002
71,bl00dsh0t,Matt Stevenson,Canada,"$4,100.00",2002
72,Malone,Brad Dixon,Canada,"$4,100.00",2002
73,Koven,"Lee, Jae Baek","Korea, Republic of","$4,000.00",2002
74,myssE,Antti Larte,Finland,"$4,000.00",2002
75,kuku,Sergiy Rudy,Canada,"$4,000.00",2002
76,Thagor,Marius Klaus,Germany,"$3,839.63",2002
77,Fire,- -,Germany,"$3,839.63",2002
78,vesslan,Johan Ryman,Sweden,"$3,784.30",2002
79,hazz,Philipp Mohr,Germany,"$3,548.75",2002
80,ash,Jens Heyenga,Germany,"$3,548.75",2002
81,koj,Konsta Tiihonen,Germany,"$3,548.75",2002
82,cracken,John Ide,Germany,"$3,548.75",2002
83,Infinite,Andre Anbarchian,United States,"$3,500.00",2002
84,gore,Franz Burghardt,Austria,"$3,412.43",2002
85,GoZie,André Persson,Sweden,"$3,000.00",2002
86,Mson,Mathias Eriksson,Sweden,"$3,000.00",2002
87,Capoch,Patricio Del Olmo,Argentina,"$2,750.00",2002
88,Fisker,Christer Eriksson,Sweden,"$2,671.00",2002
89,Filur,Adrian Gonzalez,Sweden,"$2,671.00",2002
90,Bengan,Marcus Bengtsson,Sweden,"$2,597.91",2002
91,RocketBoy,"Yang, Meng",China,"$2,500.00",2002
92,Medion,Erik Engström,Sweden,"$2,500.00",2002
93,R0X,Frank Aartman,Netherlands,"$2,500.00",2002
94,Windboy,"Lin, Xiao Gang",China,"$2,500.00",2002
95,Dante,Lucas Morley,United States,"$2,500.00",2002
96,Esca,Busby Haris,United States,"$2,500.00",2002
97,SuperCondomUser,- -,United States,"$2,500.00",2002
98,Johnny R.,Jonas Bollack,Germany,"$2,336.83",2002
99,Notorious,Samuel Oest,Sweden,"$2,250.00",2002
0,HeatoN,Emil Christensen,Sweden,"$34,667.77",2003
1,ahl,Michael Korduner,Sweden,"$34,667.77",2003
2,Potti,Tommy Ingemarsson,Sweden,"$34,667.77",2003
3,Fisker,Christer Eriksson,Sweden,"$34,667.77",2003
4,ZeRo4,John Hill,United States,"$29,750.00",2003
5,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$27,879.82",2003
6,vesslan,Johan Ryman,Sweden,"$25,559.26",2003
7,quick,Miguel Bonett,Sweden,"$25,559.26",2003
8,Zyos,Matthew Leto,United States,"$24,725.00",2003
9,Lucchese,Lenny Forsberg,Sweden,"$23,918.47",2003
10,Luciano,Farzan Esfahani,Sweden,"$23,659.26",2003
11,Insomnia,Zdravko Georgiev,Bulgaria,"$23,640.66",2003
12,elemeNt,Ola Moum,Norway,"$23,626.92",2003
13,styla,Dennis Schellhase,Germany,"$23,500.00",2003
14,XellOs,"Seo, Ji Hoon","Korea, Republic of","$22,708.12",2003
15,Nal_rA,"Kang, Min","Korea, Republic of","$22,683.02",2003
16,ForresT,Nicola Geretti,Italy,"$21,605.00",2003
17,YellOw,"Hong, Jin-Ho","Korea, Republic of","$21,279.91",2003
18,Fire_de,Andrew Regendantz,Germany,"$20,600.00",2003
19,Ogogo,"Lee, Yong Bum","Korea, Republic of","$20,000.00",2003
20,XeqtR,Jørgen Johannessen,Norway,"$19,499.69",2003
21,Lauke,Laurens Pluymaekers,Netherlands,"$17,910.00",2003
22,Kingdom,"Wook, Park Yong","Korea, Republic of","$17,598.50",2003
23,Blizzard,Christian Chmiel,Germany,"$17,229.26",2003
24,iloveoov,"Choi, Yun Sung","Korea, Republic of","$16,638.24",2003
25,neo,Michael Mitrega,Germany,"$16,001.86",2003
26,Johnny R.,Jonas Bollack,Germany,"$14,677.00",2003
27,ThePig,Jan Villwock,Germany,"$14,495.66",2003
28,hero,Daniel Schellhase,Germany,"$13,500.00",2003
29,Check,"Lee, Hyung Joo","Korea, Republic of","$13,170.96",2003
30,Z4muZ,Alexander Ihrfors,Sweden,"$12,781.67",2003
31,ChinaHuman,Bin Guo,China,"$12,400.00",2003
32,DIDI8,Dimitar Aleksandrov,Bulgaria,"$12,133.97",2003
33,ChoJJa,"Jo, Yong Ho","Korea, Republic of","$10,909.99",2003
34,FiSheYe,Fredrik Keitel,Germany,"$10,150.00",2003
35,Rambo,Ronald Kim,United States,"$10,100.00",2003
36,Moto,Dave Geffon,United States,"$10,100.00",2003
37,Bullseye,Sean Morgan,United States,"$10,100.00",2003
38,IamShiauTz,Jr Cheng Chen,"Taiwan, Republic of China","$10,000.00",2003
39,Mat_Logan,- -,France,"$10,000.00",2003
40,DonKamilo,Kamil Sleczek,Poland,"$9,870.38",2003
41,shaGuar,Griffin Benger,Canada,"$9,800.00",2003
42,Ksharp,Kyle Miller,United States,"$9,800.00",2003
43,czm,Paul Nelson,United States,"$9,750.00",2003
44,SpawN,Abdisamad Mohamed,Sweden,"$9,644.14",2003
45,boms,Johnny Quach,United States,"$9,600.00",2003
46,gore,Franz Burghardt,Austria,"$9,375.00",2003
47,Thagor,Marius Klaus,Germany,"$8,842.76",2003
48,Roman R.,Roman Reinhardt,Germany,"$8,775.00",2003
49,RainBOw,"Kim, Sung Je","Korea, Republic of","$8,658.49",2003
50,Iamsky,Yu Jen Wu,"Taiwan, Republic of China","$8,500.00",2003
51,Moon,"Jang, Jae Ho","Korea, Republic of","$8,478.21",2003
52,brunk,Christoffer Forsberg,Sweden,"$8,435.65",2003
53,HoRRoR,André Wagner,Germany,"$8,383.02",2003
54,Recipherus,Jeremy Fremlin,United States,"$8,224.00",2003
55,voodoo,Jens Hansen,Germany,"$8,204.51",2003
56,HeMaN,Alborz Haidarian,Sweden,"$7,512.40",2003
57,GitzZz,Christian Höck,Germany,"$7,000.00",2003
58,Sweet,"Chun, Jung Hee","Korea, Republic of","$6,766.91",2003
59,Alcachofo,- -,Spain,"$6,629.38",2003
60,Luke,Jonas Bro,Norway,"$6,513.88",2003
61,CryStal,"Jung, Jae Ho","Korea, Republic of","$6,436.67",2003
62,fox,Magnus Olsson,Sweden,"$6,390.83",2003
63,Naikon,Lars Olaisen,Norway,"$6,371.29",2003
64,knoxville,Hallvar Dehli,Norway,"$6,371.29",2003
65,SouL,Ivan Demidov,Russian Federation,"$6,364.01",2003
66,MaDFroG,Fredrik Johansson,Sweden,"$6,355.00",2003
67,Steel,Ognian Gueorguiev,Canada,"$6,100.00",2003
68,grAyFox,Dave Ilija,Germany,"$6,014.90",2003
69,TiLLerMaN,Iain Girdwood,United Kingdom,"$5,877.63",2003
70,sunman,Justin Summy,United States,"$5,800.00",2003
71,LeKtriK,Matthew Cobb,United States,"$5,800.00",2003
72,fOru,"Lee, Jae Hoon","Korea, Republic of","$5,737.42",2003
73,KYumer,"Choi, In Kyu","Korea, Republic of","$5,737.42",2003
74,SaferZerg,"Kim, Geun Baek","Korea, Republic of","$5,737.42",2003
75,H.O.T-Forever,"Gyung, Kang Doh","Korea, Republic of","$5,723.67",2003
76,Control,"Na, Doh Hyun","Korea, Republic of","$5,723.67",2003
77,method,Michael So,United States,"$5,700.00",2003
78,DarK,Ruben Bielenberg,Norway,"$5,415.70",2003
79,Grrrr...,Guillaume Patry,Canada,"$5,371.99",2003
80,Twinsen,Markus Bunjor,Germany,"$5,339.57",2003
81,Cooller,Anton Singov,Russian Federation,"$5,302.78",2003
82,Tak3r,Christopher Heil,Germany,"$5,300.41",2003
83,EviscEratoR,Sorin Popescu,Romania,"$5,287.18",2003
84,todi,Christian Hackmann,Germany,"$5,225.97",2003
85,Volcano,Salvatore Garozzo,United States,"$5,200.00",2003
86,Chris,Chris Bourque,Canada,"$5,057.14",2003
87,Volcano,"Choi, Dae Han","Korea, Republic of","$5,000.00",2003
88,zulg,Björn Sunesson,Sweden,"$5,000.00",2003
89,Fenriz,- -,United Kingdom,"$5,000.00",2003
90,Snoop,Dominic Lewandowski,Australia,"$5,000.00",2003
91,FaTC,Antoine Zadri,France,"$4,972.45",2003
92,bsl,Jonas Vikan,Norway,"$4,751.74",2003
93,Mangiacapra,Marc Mangiacapra,United Kingdom,"$4,644.41",2003
94,Xenon,Harvey Migotti,Sweden,"$4,644.41",2003
95,Darkman,Dustin Langton,United States,"$4,475.00",2003
96,Bodo,Bodo Sbrzesny,Germany,"$4,368.38",2003
97,ReiGn,"Kang, Seo Woo","Korea, Republic of","$4,270.00",2003
98,Grim,Douglas Wright,United Kingdom,"$4,244.41",2003
99,Dayfly,"Lee, Joong Heon","Korea, Republic of","$4,220.00",2003
0,RocketBoy,"Yang, Meng",China,"$129,748.16",2004
1,iloveoov,"Choi, Yun Sung","Korea, Republic of","$72,649.28",2004
2,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$53,132.40",2004
3,MaDFroG,Fredrik Johansson,Sweden,"$43,979.39",2004
4,Grubby,Manuel Schenkhuizen,Netherlands,"$39,514.58",2004
5,Fatal1ty,Johnathan Wendel,United States,"$36,550.00",2004
6,XellOs,"Seo, Ji Hoon","Korea, Republic of","$34,790.84",2004
7,Lauke,Laurens Pluymaekers,Netherlands,"$31,287.01",2004
8,Zyos,Matthew Leto,United States,"$30,850.00",2004
9,BoxeR,"Lim, Yo Hwan","Korea, Republic of","$28,305.99",2004
10,czm,Paul Nelson,United States,"$26,500.00",2004
11,Volcano,"Choi, Dae Han","Korea, Republic of","$25,000.00",2004
12,Nal_rA,"Kang, Min","Korea, Republic of","$24,110.73",2004
13,miou,Daniel Holthuis,Germany,"$23,185.33",2004
14,Sliver,Niklas Timmermann,Germany,"$20,000.00",2004
15,KingTuur,Arthur Vankan,Netherlands,"$20,000.00",2004
16,eGene,Simon Kullenberg,Denmark,"$19,608.74",2004
17,KK,Andreas Andreassen,Denmark,"$19,369.91",2004
18,Drally,Richard Halgaard,Denmark,"$19,284.09",2004
19,Vo0,Sander Kaasjager,Netherlands,"$18,500.00",2004
20,Daler,Sean Price,United States,"$17,600.00",2004
21,Zacard,"Hwang, Tae-min","Korea, Republic of","$17,298.43",2004
22,July,"Park, Sung Joon","Korea, Republic of","$17,144.57",2004
23,ZeRo4,John Hill,United States,"$16,500.00",2004
24,Burnie,Maurice Engelhardt,Germany,"$16,447.20",2004
25,EvenStar,"Lee, Jae Park","Korea, Republic of","$15,702.67",2004
26,Tak3r,Christopher Heil,Germany,"$15,666.57",2004
27,whiMp,Jonas Svendsen,Denmark,"$15,547.95",2004
28,ShowBu,"Park, Se Ryong","Korea, Republic of","$15,460.88",2004
29,Hyper,Daniel Kuusisto,Sweden,"$15,066.52",2004
30,EraZ,Arona Leigh,Denmark,"$14,608.74",2004
31,Junwi,"Park, Gyung Lak","Korea, Republic of","$14,522.59",2004
32,vilden,Christian Lidström,Sweden,"$13,999.22",2004
33,Goodfriend,"Min, Lee Byung","Korea, Republic of","$13,706.00",2004
34,Rock,"Ahn, Gi Hyo","Korea, Republic of","$13,706.00",2004
35,Silver,"Shim, So Myung","Korea, Republic of","$13,706.00",2004
36,SiR@SoNi,"Lee, Jae Hang","Korea, Republic of","$13,706.00",2004
37,Bullen,Björn Wall,Sweden,"$13,620.30",2004
38,walle,Dennis Wallenberg,Sweden,"$13,494.75",2004
39,archie,Olof Ekdala,Sweden,"$13,320.92",2004
40,GudeN,Fredrik Fransson,Sweden,"$13,320.92",2004
41,Check,"Lee, Hyung Joo","Korea, Republic of","$12,613.64",2004
42,Midas,"Jun, Sang Wook","Korea, Republic of","$12,510.81",2004
43,Reach,"Park, Jung Suk","Korea, Republic of","$12,334.57",2004
44,FoV,"Cho, Dae Hui","Korea, Republic of","$12,301.88",2004
45,Wizard,Matthew Anderson,United States,"$12,300.00",2004
46,Volcano,Salvatore Garozzo,United States,"$12,233.33",2004
47,Sweet,"Chun, Jung Hee","Korea, Republic of","$12,175.63",2004
48,Walshy,David Walsh,United States,"$12,159.40",2004
49,Zeus,"Gyu, Jun Tae","Korea, Republic of","$12,017.44",2004
50,Kingdom,"Wook, Park Yong","Korea, Republic of","$11,633.64",2004
51,Autumn,"Song, Byung Seok","Korea, Republic of","$10,757.06",2004
52,method,Michael So,United States,"$10,749.22",2004
53,Rambo,Ronald Kim,United States,"$10,733.33",2004
54,Ksharp,Kyle Miller,United States,"$10,733.33",2004
55,Moto,Dave Geffon,United States,"$10,733.33",2004
56,boms,Johnny Quach,United States,"$10,733.33",2004
57,Cooller,Anton Singov,Russian Federation,"$10,500.00",2004
58,HeatoN,Emil Christensen,Sweden,"$10,469.04",2004
59,SpawN,Abdisamad Mohamed,Sweden,"$10,469.04",2004
60,shaGuar,Griffin Benger,Canada,"$10,300.00",2004
61,Naikon,Lars Olaisen,Norway,"$10,300.00",2004
62,Control,"Na, Doh Hyun","Korea, Republic of","$10,254.99",2004
63,Sunny,"Sun Ki, Kim","Korea, Republic of","$10,254.99",2004
64,Roman R.,Roman Reinhardt,Germany,"$10,251.25",2004
65,Blizzard,Christian Chmiel,Germany,"$10,251.25",2004
66,OGRE2,Tom Ryan,United States,"$10,219.40",2004
67,Gspot,Nelson Triana,Canada,"$10,000.00",2004
68,Samsam,Samad Baïsm,France,"$10,000.00",2004
69,duckie,"Zhong, Tanwei",Singapore,"$10,000.00",2004
70,EliteCarrico,Bruno Carrico,Brazil,"$10,000.00",2004
71,HS,Sergio Perez,Venezuela,"$10,000.00",2004
72,LordOfGround,"Yoo, Myung Chun","Korea, Republic of","$10,000.00",2004
73,Sackl,Juergen Unger,Austria,"$10,000.00",2004
74,OGRE1,Dan Ryan,United States,"$9,839.20",2004
75,H.O.T-Forever,"Gyung, Kang Doh","Korea, Republic of","$9,790.00",2004
76,Clon,"Jo, Hyung Kun","Korea, Republic of","$9,790.00",2004
77,Stay,Yeong Hoon Park,"Korea, Republic of","$9,790.00",2004
78,gore,Franz Burghardt,Austria,"$9,768.85",2004
79,neo,Michael Mitrega,Germany,"$9,768.85",2004
80,elemeNt,Ola Moum,Norway,"$9,760.02",2004
81,ahl,Michael Korduner,Sweden,"$9,712.25",2004
82,Fisker,Christer Eriksson,Sweden,"$9,263.03",2004
83,Johnny R.,Jonas Bollack,Germany,"$9,168.85",2004
84,spx,Mike Lutzhoeft,Denmark,"$9,150.79",2004
85,cl0ck,Mark McGrail,United States,"$9,000.00",2004
86,Ravage,Thomas Baßler,Germany,"$8,776.61",2004
87,natu,Joona Leppänen,Finland,"$8,663.96",2004
88,Sync,"Byun, Gil Sup","Korea, Republic of","$8,578.54",2004
89,TheMarine,"Kim, Jeong Min","Korea, Republic of","$8,558.35",2004
90,Dayfly,"Lee, Joong Heon","Korea, Republic of","$8,288.64",2004
91,coali,Niko Nilsson,Finland,"$8,230.76",2004
92,ChoJJa,"Jo, Yong Ho","Korea, Republic of","$8,113.56",2004
93,KillerN,Nick Urso,United States,"$8,079.20",2004
94,iLight,Petter Arvidsson,Sweden,"$8,012.75",2004
95,alfa,Antti Nikkanen,Finland,"$7,930.76",2004
96,IsKall,Fredrik Persson,Sweden,"$7,878.74",2004
97,stermy,Alessandro Avallone,Italy,"$7,800.00",2004
98,XeqtR,Jørgen Johannessen,Norway,"$7,648.69",2004
99,Tico,Markus Kivipuro,Finland,"$7,606.38",2004
0,Fatal1ty,Johnathan Wendel,United States,"$231,000.00",2005
1,Vo0,Sander Kaasjager,Netherlands,"$212,000.00",2005
2,stermy,Alessandro Avallone,Italy,"$111,000.00",2005
3,ZyZ,Benjamin Bohrmann,Germany,"$102,750.00",2005
4,Ztrider,Alex Ingarv,Sweden,"$75,000.00",2005
5,July,"Park, Sung Joon","Korea, Republic of","$71,566.52",2005
6,Moon,"Jang, Jae Ho","Korea, Republic of","$63,795.99",2005
7,GoRush,"Park, Tae Min","Korea, Republic of","$48,695.08",2005
8,Grubby,Manuel Schenkhuizen,Netherlands,"$46,077.83",2005
9,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$40,201.40",2005
10,Booms,Vincenzo D'Aurelio,Italy,"$39,900.00",2005
11,YellOw,"Hong, Jin-Ho","Korea, Republic of","$38,798.74",2005
12,Sky,"Li, Xiaofeng",China,"$37,000.00",2005
13,gellehsak,Andrew Ryder,Canada,"$35,300.00",2005
14,Stelam,Stephan Lammert,Germany,"$31,125.00",2005
15,OGRE2,Tom Ryan,United States,"$27,500.00",2005
16,gopher,Fredrik Quick,Sweden,"$27,224.55",2005
17,OGRE1,Dan Ryan,United States,"$27,000.00",2005
18,method,Michael So,United States,"$25,216.67",2005
19,sAviOr,"Ma, Jae Yoon","Korea, Republic of","$25,153.51",2005
20,GoStop,"Kim, Dong Moon","Korea, Republic of","$24,935.42",2005
21,wombat,Mark Larsen,United States,"$24,875.00",2005
22,Sweet,"Chun, Jung Hee","Korea, Republic of","$23,037.17",2005
23,fOru,"Lee, Jae Hoon","Korea, Republic of","$21,098.86",2005
24,miou,Daniel Holthuis,Germany,"$20,434.34",2005
25,SeleCT,"Ryoo, Kyung Hyun","Korea, Republic of","$20,000.00",2005
26,styla,Dennis Schellhase,Germany,"$20,000.00",2005
27,ChrisyB,Chris Bullard,United Kingdom,"$20,000.00",2005
28,GearGG,Giovani Magri,Brazil,"$20,000.00",2005
29,Anytime,"Jong, Oh Yeong","Korea, Republic of","$19,042.18",2005
30,ForresT,Nicola Geretti,Italy,"$18,025.00",2005
31,iloveoov,"Choi, Yun Sung","Korea, Republic of","$17,701.92",2005
32,BoxeR,"Lim, Yo Hwan","Korea, Republic of","$17,648.91",2005
33,Roman R.,Roman Reinhardt,Germany,"$17,647.40",2005
34,Blizzard,Christian Chmiel,Germany,"$17,647.40",2005
35,ClouD,"Cha, Jae Wook","Korea, Republic of","$17,295.53",2005
36,Shortround,Dennis Chan,United States,"$17,175.00",2005
37,shaGuar,Griffin Benger,Canada,"$16,916.67",2005
38,gore,Franz Burghardt,Austria,"$16,909.10",2005
39,Cooller,Anton Singov,Russian Federation,"$16,773.12",2005
40,neo,Michael Mitrega,Germany,"$16,416.90",2005
41,RocketBoy,"Yang, Meng",China,"$16,400.00",2005
42,Zacard,"Hwang, Tae-min","Korea, Republic of","$16,244.76",2005
43,Deadman,Andrey Sobolev,Russian Federation,"$16,066.02",2005
44,sakula,"Wo, Renbo",China,"$16,007.06",2005
45,Snajdan,Mattias Andersen,Sweden,"$15,774.61",2005
46,alex,"Bian, Zheng Wei",China,"$15,607.06",2005
47,Jungle,"Yang, Kefei",China,"$15,607.06",2005
48,tK,"Ma, Min Woo Xing Ju",China,"$15,607.06",2005
49,mikk,Jiang Pu,China,"$15,607.06",2005
50,Walshy,David Walsh,United States,"$15,175.00",2005
51,katuninken,"Inui, Tomoyuki",Japan,"$15,000.00",2005
52,Missy,Jamie Pereyda,United States,"$15,000.00",2005
53,PapsT,Michael Schmidt,Austria,"$14,909.10",2005
54,Storm,Tyler Wood,United States,"$14,872.06",2005
55,tr1p,Corey Dodd,United States,"$14,872.06",2005
56,fRoD,Danny Montaner,United States,"$14,872.06",2005
57,Warden,Matt Dickens,United States,"$14,872.06",2005
58,Rambo,Ronald Kim,United States,"$14,616.67",2005
59,Dominator,Josh Sievers,United States,"$14,616.67",2005
60,Ksharp,Kyle Miller,United States,"$14,616.67",2005
61,Saiyan,Ryan Danford,United States,"$14,300.00",2005
62,Mondragon,Christoph Semke,Germany,"$14,221.68",2005
63,ToD,Yoan Merlo,France,"$14,170.66",2005
64,Androide,Andrey Kukhianidze,Russian Federation,"$14,130.33",2005
65,Zaccubus,David Treacy,United Kingdom,"$13,869.99",2005
66,Volcano,Salvatore Garozzo,United States,"$13,616.67",2005
67,ArabianJoker,Badr Hakeem,Saudi Arabia,"$13,000.00",2005
68,Spell,Minh Nguyen,Germany,"$12,987.98",2005
69,sunman,Justin Summy,United States,"$12,672.06",2005
70,DaviN,Davin Georgi,Germany,"$12,565.49",2005
71,Toxjq,Johan Quick,Sweden,"$12,458.29",2005
72,Goodfriend,"Min, Lee Byung","Korea, Republic of","$11,833.31",2005
73,LeXeR,Alex Nesterov,Russian Federation,"$11,750.00",2005
74,elemeNt,Ola Moum,Norway,"$11,720.00",2005
75,fox,Magnus Olsson,Sweden,"$11,604.75",2005
76,Casy,"Wook, Han Dong","Korea, Republic of","$11,421.67",2005
77,YellOw[ArnC],"Park, Myung Soo","Korea, Republic of","$11,421.67",2005
78,Zeus,"Gyu, Jun Tae","Korea, Republic of","$11,421.67",2005
79,SUPERSTAR,"Shin, Jung Min","Korea, Republic of","$11,421.67",2005
80,Side,"Ju, Jin Chul","Korea, Republic of","$11,421.67",2005
81,f0rest,Patrik Lindberg,Sweden,"$11,323.77",2005
82,RobbaN,Robert Dahlström,Sweden,"$11,323.77",2005
83,Tentpole,Kristoffer Nordlund,Sweden,"$11,323.77",2005
84,Calippo,Jonas Nilsson,Sweden,"$11,110.41",2005
85,XeqtR,Jørgen Johannessen,Norway,"$10,700.00",2005
86,IsKall,Fredrik Persson,Sweden,"$10,600.00",2005
87,Naikon,Lars Olaisen,Norway,"$10,560.00",2005
88,ElakeDuck,Björn Ödman,Sweden,"$10,421.75",2005
89,Juve9le,Geir-Stian Svendsen,Norway,"$10,314.97",2005
90,Drally,Richard Halgaard,Denmark,"$10,231.80",2005
91,eGene,Simon Kullenberg,Denmark,"$10,231.80",2005
92,Alexxx,Victor Gusev,Russian Federation,"$10,000.00",2005
93,Tetra,Wilson Chia,Singapore,"$10,000.00",2005
94,purri,Mikael Tarainen,Sweden,"$10,000.00",2005
95,Godsmack,Danilo Barros,Brazil,"$10,000.00",2005
96,Ms.X,Alana Reid,Canada,"$10,000.00",2005
97,QuanChi,André Zilio,Brazil,"$10,000.00",2005
98,Slaine,Uli Krumb,Germany,"$10,000.00",2005
99,bsl,Jonas Vikan,Norway,"$9,992.64",2005
0,sAviOr,"Ma, Jae Yoon","Korea, Republic of","$114,913.45",2006
1,Duka,Rob Taylor,United States,"$100,000.00",2006
2,Toxjq,Johan Quick,Sweden,"$94,625.00",2006
3,Karma,Ben Jackson,United States,"$74,250.00",2006
4,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$71,878.71",2006
5,Sky,"Li, Xiaofeng",China,"$68,479.67",2006
6,iloveoov,"Choi, Yun Sung","Korea, Republic of","$59,089.60",2006
7,Grubby,Manuel Schenkhuizen,Netherlands,"$54,554.37",2006
8,ChoJJa,"Jo, Yong Ho","Korea, Republic of","$54,240.94",2006
9,ToD,Yoan Merlo,France,"$54,055.52",2006
10,Moon,"Jang, Jae Ho","Korea, Republic of","$47,035.96",2006
11,ShockWav3,Chris Smith,United States,"$46,750.00",2006
12,Gandhi,Scott Lussier,United States,"$44,250.00",2006
13,Walshy,David Walsh,United States,"$42,950.00",2006
14,Casy,"Wook, Han Dong","Korea, Republic of","$42,925.80",2006
15,GH057ayame,Eric Hewitt,United States,"$41,325.00",2006
16,OGRE2,Tom Ryan,United States,"$40,000.00",2006
17,OGRE1,Dan Ryan,United States,"$38,800.00",2006
18,f0rest,Patrik Lindberg,Sweden,"$36,874.25",2006
19,Saiyan,Ryan Danford,United States,"$36,500.00",2006
20,fRoD,Danny Montaner,United States,"$33,425.00",2006
21,Tentpole,Kristoffer Nordlund,Sweden,"$33,048.50",2006
22,Archi,Oscar Torgersen,Sweden,"$33,048.50",2006
23,Storm,Tyler Wood,United States,"$32,965.00",2006
24,tr1p,Corey Dodd,United States,"$32,965.00",2006
