,Game,Prize,NumPlayer,NumTournaments,Year
104,King of Fighters 2002 Unlimited Match,$380.00,3 Players,1 Tournament,2016
105,Street Fighter X Tekken,$300.00,3 Players,1 Tournament,2016
106,Catherine,$270.00,3 Players,1 Tournament,2016
107,Virtua Fighter 5 Final Showdown,$268.54,7 Players,2 Tournaments,2016
108,Koihime Enbu,$250.00,3 Players,1 Tournament,2016
109,MOBA Legends,$225.00,3 Players,1 Tournament,2016
110,Arcana Heart 3: LOVE MAX!!!!!,$210.00,3 Players,1 Tournament,2016
111,Marvel vs. Capcom 3,$199.29,0 Players,1 Tournament,2016
112,Divekick,$180.00,3 Players,1 Tournament,2016
113,Tatsunoko vs. Capcom: Ultimate All-Stars,$170.00,3 Players,1 Tournament,2016
114,Aquapazza: Aquaplus Dream Match,$160.00,3 Players,1 Tournament,2016
115,Soul Calibur V,$140.00,3 Players,2 Tournaments,2016
116,Marvel vs. Capcom 2,$100.00,3 Players,1 Tournament,2016
117,Reflex,$32.74,1 Player,1 Tournament,2016
0,Dota 2,"$38,074,599.32",1061 Players,167 Tournaments,2017
1,Counter-Strike: Global Offensive,"$19,280,215.27",4813 Players,906 Tournaments,2017
2,League of Legends,"$12,249,287.22",1962 Players,191 Tournaments,2017
3,Heroes of the Storm,"$5,444,449.54",441 Players,41 Tournaments,2017
4,Call of Duty: Infinite Warfare,"$4,031,184.07",322 Players,76 Tournaments,2017
5,Overwatch,"$3,488,230.10",1595 Players,284 Tournaments,2017
6,Hearthstone,"$3,484,329.57",695 Players,126 Tournaments,2017
7,StarCraft II,"$3,413,355.85",380 Players,649 Tournaments,2017
8,Arena of Valor,"$1,904,369.00",232 Players,14 Tournaments,2017
9,Halo 5: Guardians,"$1,748,000.00",107 Players,14 Tournaments,2017
10,SMITE,"$1,567,900.00",143 Players,8 Tournaments,2017
11,H1Z1,"$1,551,550.00",88 Players,8 Tournaments,2017
12,Rocket League,"$1,520,511.54",438 Players,372 Tournaments,2017
13,CrossFire,"$1,519,054.74",169 Players,36 Tournaments,2017
14,Quake Champions,"$1,482,852.31",166 Players,72 Tournaments,2017
15,FIFA 17,"$1,452,306.64",130 Players,44 Tournaments,2017
16,Street Fighter V,"$1,317,769.55",160 Players,58 Tournaments,2017
17,Gears of War 4,"$1,064,000.00",88 Players,16 Tournaments,2017
18,PLAYERUNKNOWN’S BATTLEGROUNDS,"$1,007,803.60",193 Players,14 Tournaments,2017
19,rFactor 2,"$1,004,694.66",60 Players,2 Tournaments,2017
20,Rainbow Six Siege,"$1,003,557.28",387 Players,33 Tournaments,2017
21,Madden NFL 2017,"$904,000.00",39 Players,4 Tournaments,2017
22,Clash Royale,"$876,496.34",80 Players,10 Tournaments,2017
23,World of Tanks,"$825,000.00",100 Players,4 Tournaments,2017
24,World of WarCraft,"$749,000.00",121 Players,20 Tournaments,2017
25,Injustice 2,"$675,188.93",53 Players,21 Tournaments,2017
26,Super Smash Bros. Melee,"$631,757.73",456 Players,298 Tournaments,2017
27,Super Smash Bros. for Wii U,"$515,726.43",460 Players,248 Tournaments,2017
28,Pro Evolution Soccer 2017,"$510,000.00",16 Players,5 Tournaments,2017
29,Paladins,"$407,826.63",237 Players,28 Tournaments,2017
30,FIFA Online 3,"$391,190.38",59 Players,4 Tournaments,2017
31,Attack on Titan Tribute Game,"$380,000.00",43 Players,13 Tournaments,2017
32,Tekken 7,"$328,181.63",114 Players,38 Tournaments,2017
33,Gwent,"$302,988.98",273 Players,91 Tournaments,2017
34,Call of Duty: WWII,"$272,354.31",72 Players,24 Tournaments,2017
35,WarCraft III,"$242,279.20",96 Players,195 Tournaments,2017
36,StarCraft: Remastered,"$222,441.24",54 Players,17 Tournaments,2017
37,Vainglory,"$179,400.00",101 Players,10 Tournaments,2017
38,Brawlhalla,"$170,667.70",157 Players,60 Tournaments,2017
39,Blade & Soul,"$149,772.00",24 Players,1 Tournament,2017
40,StarCraft: Brood War,"$146,621.70",68 Players,39 Tournaments,2017
41,Forza Motorsport 6,"$132,750.00",28 Players,2 Tournaments,2017
42,Old School Runescape,"$122,000.00",37 Players,8 Tournaments,2017
43,Point Blank,"$121,570.00",78 Players,4 Tournaments,2017
44,Shadowverse,"$120,000.00",24 Players,1 Tournament,2017
45,Heroes of Newerth,"$117,046.61",20 Players,2 Tournaments,2017
46,Magic: The Gathering Online,"$116,000.00",16 Players,1 Tournament,2017
47,Pokémon VGC,"$113,000.00",83 Players,9 Tournaments,2017
48,Age of Empires II,"$99,205.43",209 Players,57 Tournaments,2017
49,Team Fortress 2,"$82,893.73",202 Players,20 Tournaments,2017
50,KartRider,"$76,160.35",33 Players,2 Tournaments,2017
51,Marvel vs. Capcom: Infinite,"$67,750.00",32 Players,6 Tournaments,2017
52,iRacing.com,"$50,889.99",144 Players,10 Tournaments,2017
53,FIFA 18,"$44,545.55",31 Players,8 Tournaments,2017
54,Hand of the Gods,"$44,400.00",44 Players,34 Tournaments,2017
55,Killer Instinct (2013),"$44,040.00",40 Players,8 Tournaments,2017
56,Pokkén Tournament,"$36,635.00",35 Players,15 Tournaments,2017
57,Project Cars,"$32,620.21",28 Players,31 Tournaments,2017
58,Guilty Gear Xrd REV 2,"$30,360.00",37 Players,11 Tournaments,2017
59,World of Tanks Blitz,"$30,000.00",14 Players,1 Tournament,2017
60,BlazBlue: Central Fiction,"$28,760.00",46 Players,16 Tournaments,2017
61,Age of Empires,"$27,588.21",65 Players,14 Tournaments,2017
62,Project M,"$25,890.48",102 Players,22 Tournaments,2017
63,King of Fighters XIV,"$24,978.67",54 Players,16 Tournaments,2017
64,Mortal Kombat XL,"$24,002.40",29 Players,7 Tournaments,2017
65,Battlerite,"$23,541.71",42 Players,35 Tournaments,2017
66,Chess.com,"$22,704.95",65 Players,17 Tournaments,2017
67,Madden NFL 2018,"$20,676.62",9 Players,2 Tournaments,2017
68,Mad Skills Motocross 2,"$20,163.00",12 Players,1 Tournament,2017
69,Rivals of Aether,"$14,100.00",13 Players,3 Tournaments,2017
70,Super Smash Bros.,"$13,925.20",87 Players,20 Tournaments,2017
71,Yu-Gi-Oh! Duel Links,"$13,354.44",142 Players,85 Tournaments,2017
72,Ultimate Marvel vs. Capcom 3,"$13,295.00",33 Players,14 Tournaments,2017
73,TrackMania 2: Stadium,"$13,217.87",60 Players,20 Tournaments,2017
74,osu!,"$13,055.00",520 Players,6 Tournaments,2017
75,Heavy Metal Machines,"$12,339.33",35 Players,1 Tournament,2017
76,Quake Live,"$10,492.75",21 Players,19 Tournaments,2017
77,Critical Ops,"$10,106.41",4 Players,2 Tournaments,2017
78,Quake II,"$10,000.00",3 Players,1 Tournament,2017
79,Dead or Alive 5: Last Round,"$9,530.00",14 Players,7 Tournaments,2017
80,Pokkén Tournament DX,"$7,789.00",16 Players,6 Tournaments,2017
81,Guilty Gear Xrd -REVELATOR-,"$7,537.94",30 Players,8 Tournaments,2017
82,Doom (2016),"$7,000.00",6 Players,1 Tournament,2017
83,Skullgirls 2nd Encore,"$6,010.00",21 Players,4 Tournaments,2017
84,QuakeWorld,"$5,000.00",3 Players,1 Tournament,2017
85,Rage,"$5,000.00",3 Players,1 Tournament,2017
86,The Elder Scrolls: Legends,"$5,000.00",3 Players,1 Tournament,2017
87,Wolfenstein: Enemy Territory,"$4,493.30",23 Players,2 Tournaments,2017
88,Under Night In-Birth EXE: Late[st],"$4,290.00",26 Players,8 Tournaments,2017
89,Power Rangers: Legacy Wars,"$4,178.55",2 Players,1 Tournament,2017
90,Super Smash Bros. Brawl,"$3,828.03",31 Players,8 Tournaments,2017
91,Company of Heroes 2,"$3,556.22",8 Players,1 Tournament,2017
92,Call of Duty: Modern Warfare 2,"$3,500.00",8 Players,2 Tournaments,2017
93,Splatoon 2,"$3,425.00",0 Players,3 Tournaments,2017
94,Age of Empires III,"$3,300.00",19 Players,7 Tournaments,2017
95,ARMS,"$3,257.10",31 Players,13 Tournaments,2017
96,Street Fighter III: 3rd Strike,"$2,958.36",3 Players,2 Tournaments,2017
97,Super Street Fighter II Turbo,"$2,760.00",18 Players,5 Tournaments,2017
98,Mystery Game Tournament,"$2,480.00",15 Players,2 Tournaments,2017
99,Battlefield 4,"$2,305.53",20 Players,1 Tournament,2017
100,Vampire Savior,"$2,030.00",11 Players,4 Tournaments,2017
101,ComPet,"$2,000.00",50 Players,1 Tournament,2017
102,Street Fighter V: Arcade Edition,"$1,900.00",3 Players,1 Tournament,2017
103,Age of Mythology,"$1,876.00",33 Players,10 Tournaments,2017
104,Clash of Clans,"$1,576.87",2 Players,1 Tournament,2017
105,Tetris,"$1,500.00",2 Players,1 Tournament,2017
106,Lichess,"$1,100.00",8 Players,2 Tournaments,2017
107,Call of Duty 2,"$1,073.91",6 Players,1 Tournament,2017
108,S.K.I.L.L. - Special Force 2,"$1,000.00",0 Players,1 Tournament,2017
109,Under Night In-Birth EXE: Late,$960.00,7 Players,2 Tournaments,2017
110,Soul Calibur II HD Online,$860.00,11 Players,2 Tournaments,2017
111,Ultra Street Fighter IV,$820.00,8 Players,3 Tournaments,2017
112,Melty Blood: Actress Again Current Code,$810.00,9 Players,2 Tournaments,2017
113,Windjammers,$780.00,6 Players,3 Tournaments,2017
114,Soul Calibur V,$750.00,5 Players,3 Tournaments,2017
115,Guilty Gear XX Accent Core Plus R,$660.00,6 Players,2 Tournaments,2017
116,Capcom vs. SNK 2,$610.00,6 Players,2 Tournaments,2017
117,Catherine,$570.00,5 Players,2 Tournaments,2017
118,Tekken Tag Tournament 2,$520.00,6 Players,2 Tournaments,2017
119,Age of Empires Online,$500.00,8 Players,1 Tournament,2017
120,Persona 4 Arena Ultimax,$490.00,6 Players,2 Tournaments,2017
121,Street Fighter X Tekken,$480.00,5 Players,2 Tournaments,2017
122,Dengeki Bunko: Fighting Climax Ignition,$390.00,5 Players,2 Tournaments,2017
123,NHL '94,$321.20,7 Players,3 Tournaments,2017
124,TrackMania 2: Canyon,$318.36,3 Players,1 Tournament,2017
125,Gundam Versus,$280.00,6 Players,1 Tournament,2017
126,Xonotic,$249.81,26 Players,3 Tournaments,2017
127,Divekick,$240.00,3 Players,1 Tournament,2017
128,Puyo Puyo Tetris,$240.00,3 Players,1 Tournament,2017
129,Tetris Ultimate,$221.00,3 Players,1 Tournament,2017
130,Arcana Heart 3: LOVE MAX!!!!!,$200.00,3 Players,1 Tournament,2017
131,Koihime Enbu,$190.00,3 Players,1 Tournament,2017
132,Tatsunoko vs. Capcom: Ultimate All-Stars,$160.00,3 Players,1 Tournament,2017
133,Chaos Code: New Sign of Catastrophe,$140.00,3 Players,1 Tournament,2017
0,Dota 2,"$41,504,756.85",1170 Players,176 Tournaments,2018
1,Counter-Strike: Global Offensive,"$23,321,594.34",4690 Players,1020 Tournaments,2018
2,Fortnite,"$19,918,737.00",1444 Players,176 Tournaments,2018
3,League of Legends,"$14,599,015.39",1931 Players,189 Tournaments,2018
4,PLAYERUNKNOWN’S BATTLEGROUNDS,"$8,342,616.32",1508 Players,124 Tournaments,2018
5,Arena of Valor,"$6,996,116.76",396 Players,22 Tournaments,2018
6,Overwatch,"$6,615,791.65",1548 Players,120 Tournaments,2018
7,Heroes of the Storm,"$5,277,279.76",368 Players,34 Tournaments,2018
8,Hearthstone,"$4,717,852.27",836 Players,132 Tournaments,2018
9,Call of Duty: WWII,"$4,287,916.69",247 Players,41 Tournaments,2018
10,StarCraft II,"$4,025,580.65",365 Players,450 Tournaments,2018
11,Rocket League,"$2,394,217.31",474 Players,209 Tournaments,2018
12,FIFA 18,"$2,189,152.14",223 Players,40 Tournaments,2018
13,Rainbow Six Siege,"$2,033,095.36",649 Players,72 Tournaments,2018
14,Halo 5: Guardians,"$1,873,750.00",101 Players,18 Tournaments,2018
15,Street Fighter V: Arcade Edition,"$1,399,580.67",141 Players,51 Tournaments,2018
16,Shadowverse,"$1,310,000.00",24 Players,1 Tournament,2018
17,SMITE,"$1,183,500.00",139 Players,11 Tournaments,2018
18,CrossFire,"$1,074,640.06",150 Players,26 Tournaments,2018
19,Paladins,"$1,029,100.00",330 Players,22 Tournaments,2018
20,Gears of War 4,"$1,022,000.00",93 Players,7 Tournaments,2018
21,NBA 2K18,"$1,000,000.00",91 Players,4 Tournaments,2018
22,Clash Royale,"$986,262.37",150 Players,19 Tournaments,2018
23,World of WarCraft,"$740,000.00",124 Players,27 Tournaments,2018
24,Quake Champions,"$651,250.40",135 Players,154 Tournaments,2018
25,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$617,069.08",114 Players,6 Tournaments,2018
26,FIFA 19,"$551,731.35",130 Players,19 Tournaments,2018
27,Attack on Titan Tribute Game,"$494,250.00",64 Players,15 Tournaments,2018
28,Gwent,"$441,568.19",53 Players,15 Tournaments,2018
29,StarCraft: Remastered,"$430,276.38",77 Players,34 Tournaments,2018
30,Super Smash Bros. Melee,"$365,235.84",297 Players,114 Tournaments,2018
31,Tekken 7,"$339,255.91",126 Players,57 Tournaments,2018
32,Call of Duty: Black Ops 4,"$321,249.95",135 Players,36 Tournaments,2018
33,Call of Duty: Blackout,"$315,000.00",36 Players,6 Tournaments,2018
34,Brawlhalla,"$297,604.70",196 Players,98 Tournaments,2018
35,Super Smash Bros. for Wii U,"$277,984.69",406 Players,190 Tournaments,2018
36,FIFA Online 4,"$274,618.88",48 Players,3 Tournaments,2018
37,Realm Royale,"$263,000.00",47 Players,9 Tournaments,2018
38,Madden NFL 2018,"$259,000.00",32 Players,1 Tournament,2018
39,Forza Motorsport 7,"$255,000.00",30 Players,4 Tournaments,2018
40,Pro Evolution Soccer 2018,"$250,000.00",20 Players,3 Tournaments,2018
41,FIFA Online 3,"$237,112.50",36 Players,1 Tournament,2018
42,F1 2018,"$200,000.00",21 Players,1 Tournament,2018
43,Magic: The Gathering Online,"$200,000.00",23 Players,1 Tournament,2018
44,WarCraft III,"$176,129.87",69 Players,117 Tournaments,2018
45,Injustice 2,"$160,648.23",37 Players,13 Tournaments,2018
46,Old School Runescape,"$156,500.00",20 Players,5 Tournaments,2018
47,iRacing.com,"$143,340.30",191 Players,18 Tournaments,2018
48,Guns of Boom,"$133,950.00",4 Players,14 Tournaments,2018
49,Dragon Ball FighterZ,"$132,741.37",79 Players,30 Tournaments,2018
50,Chess.com,"$120,424.01",73 Players,14 Tournaments,2018
51,Radical Heights,"$120,000.00",12 Players,2 Tournaments,2018
52,Warface,"$109,555.00",32 Players,2 Tournaments,2018
53,NHL 18,"$102,700.00",20 Players,6 Tournaments,2018
54,Creative Destruction,"$100,000.00",8 Players,1 Tournament,2018
55,Zula,"$100,000.00",20 Players,1 Tournament,2018
56,Point Blank,"$99,000.00",10 Players,1 Tournament,2018
57,Pokémon VGC,"$98,500.00",112 Players,15 Tournaments,2018
58,Team Fortress 2,"$92,841.73",286 Players,21 Tournaments,2018
59,Battalion 1944,"$78,576.62",53 Players,7 Tournaments,2018
60,H1Z1,"$75,000.00",20 Players,1 Tournament,2018
61,Super Smash Bros. Ultimate,"$74,587.45",271 Players,63 Tournaments,2018
62,Age of Empires II,"$70,953.33",129 Players,100 Tournaments,2018
63,Heroes of Newerth,"$64,039.12",15 Players,1 Tournament,2018
64,Hand of the Gods,"$50,000.00",13 Players,1 Tournament,2018
65,Artifact Classic,"$48,666.35",93 Players,29 Tournaments,2018
66,Age of Empires,"$41,426.72",84 Players,21 Tournaments,2018
67,Yu-Gi-Oh! Duel Links,"$35,372.28",234 Players,133 Tournaments,2018
68,Project Cars 2,"$33,750.00",10 Players,2 Tournaments,2018
69,World of Tanks Blitz,"$33,330.00",0 Players,5 Tournaments,2018
70,Battlerite,"$28,750.00",29 Players,2 Tournaments,2018
71,RaceRoom Racing Experience,"$27,768.70",91 Players,5 Tournaments,2018
72,TrackMania 2: Stadium,"$26,329.28",82 Players,39 Tournaments,2018
73,Madden NFL 19,"$25,000.00",1 Player,1 Tournament,2018
74,Guilty Gear Xrd REV 2,"$22,557.64",45 Players,13 Tournaments,2018
75,BlazBlue: Cross Tag Battle,"$19,463.33",38 Players,9 Tournaments,2018
76,Killer Instinct (2013),"$17,770.00",14 Players,4 Tournaments,2018
77,Lichess,"$15,325.00",19 Players,10 Tournaments,2018
78,Assetto Corsa,"$15,000.00",8 Players,1 Tournament,2018
79,ARMS,"$13,297.14",71 Players,56 Tournaments,2018
80,Project M,"$13,056.56",77 Players,24 Tournaments,2018
81,osu!,"$11,837.00",328 Players,9 Tournaments,2018
82,Under Night In-Birth EXE: Late[st],"$11,646.27",39 Players,10 Tournaments,2018
83,Super Smash Bros.,"$10,747.76",58 Players,14 Tournaments,2018
84,King of Fighters XIV,"$10,469.23",21 Players,6 Tournaments,2018
85,Battlefield 4,"$10,275.45",38 Players,2 Tournaments,2018
86,Gran Turismo Sport,"$10,080.00",10 Players,1 Tournament,2018
87,Magic: The Gathering Arena,"$10,000.00",16 Players,1 Tournament,2018
88,Soul Calibur VI,"$9,891.00",19 Players,6 Tournaments,2018
89,BlazBlue: Central Fiction,"$7,523.06",33 Players,8 Tournaments,2018
90,rFactor 2,"$7,385.26",36 Players,5 Tournaments,2018
91,StarCraft: Brood War,"$6,613.98",16 Players,1 Tournament,2018
92,Marvel vs. Capcom: Infinite,"$5,952.12",28 Players,9 Tournaments,2018
93,Splatoon 2,"$5,360.00",0 Players,3 Tournaments,2018
94,Minecraft,"$4,839.15",10 Players,3 Tournaments,2018
95,Black Squad,"$4,470.29",52 Players,15 Tournaments,2018
96,Company of Heroes 2,"$4,400.00",8 Players,1 Tournament,2018
97,Mortal Kombat XL,"$4,120.00",11 Players,2 Tournaments,2018
98,Faeria,"$4,100.00",12 Players,5 Tournaments,2018
99,Age of Empires III,"$3,750.00",22 Players,16 Tournaments,2018
100,Super Smash Bros. Brawl,"$3,613.19",23 Players,9 Tournaments,2018
101,Mortal Kombat 9,"$3,260.00",8 Players,1 Tournament,2018
102,Pokkén Tournament DX,"$3,181.40",16 Players,8 Tournaments,2018
103,Super Street Fighter II Turbo,"$2,947.53",23 Players,7 Tournaments,2018
104,NHL 19,"$2,866.67",5 Players,2 Tournaments,2018
105,Skullgirls 2nd Encore,"$2,801.00",8 Players,3 Tournaments,2018
106,Mystery Game Tournament,"$2,560.00",15 Players,2 Tournaments,2018
107,Critical Ops,"$2,500.00",0 Players,1 Tournament,2018
108,Vampire Savior,"$2,170.00",12 Players,4 Tournaments,2018
109,Street Fighter III: 3rd Strike,"$1,950.00",16 Players,4 Tournaments,2018
110,Sailor Moon S,"$1,646.06",10 Players,4 Tournaments,2018
111,Melty Blood: Actress Again Current Code,"$1,630.00",15 Players,4 Tournaments,2018
112,Tetris,"$1,500.00",2 Players,1 Tournament,2018
113,Age of Empires Online,"$1,448.00",8 Players,3 Tournaments,2018
114,Fighting EX Layer,"$1,260.00",9 Players,4 Tournaments,2018
115,Age of Mythology,"$1,233.00",20 Players,9 Tournaments,2018
116,Ultimate Marvel vs. Capcom 3,"$1,160.00",5 Players,2 Tournaments,2018
117,QuakeWorld,"$1,042.22",9 Players,3 Tournaments,2018
118,Guilty Gear XX Accent Core Plus R,$930.00,8 Players,3 Tournaments,2018
119,Halo 3,$800.00,12 Players,1 Tournament,2018
120,Ultra Street Fighter IV,$680.81,9 Players,3 Tournaments,2018
121,Street Fighter Alpha 2,$680.00,8 Players,3 Tournaments,2018
122,Windjammers,$665.41,7 Players,3 Tournaments,2018
123,Koihime Enbu,$590.00,3 Players,1 Tournament,2018
124,Quake Live,$500.00,2 Players,1 Tournament,2018
125,Street Fighter X Tekken,$500.00,5 Players,2 Tournaments,2018
126,Puyo Puyo Tetris,$466.67,6 Players,2 Tournaments,2018
127,Catherine,$450.00,5 Players,2 Tournaments,2018
128,Dengeki Bunko: Fighting Climax Ignition,$450.00,11 Players,2 Tournaments,2018
129,SNK Heroines: Tag Team Frenzy,$430.00,3 Players,1 Tournament,2018
130,Arcana Heart 3: Love Max Six Stars!!!!!,$410.00,6 Players,2 Tournaments,2018
131,Quake II,$379.50,2 Players,1 Tournament,2018
132,TrackMania 2: Canyon,$369.60,3 Players,1 Tournament,2018
133,Street Fighter Alpha 3,$300.00,3 Players,1 Tournament,2018
134,Xonotic,$277.75,39 Players,3 Tournaments,2018
135,Divekick,$250.00,3 Players,1 Tournament,2018
136,Dead or Alive 5: Last Round,$240.00,3 Players,1 Tournament,2018
137,TrackMania Nations Forever,$235.20,3 Players,1 Tournament,2018
138,Tatsunoko vs. Capcom: Ultimate All-Stars,$230.00,3 Players,1 Tournament,2018
139,Mario Kart 8 Deluxe,$220.00,4 Players,1 Tournament,2018
140,Super Mario Party,$220.00,4 Players,1 Tournament,2018
141,Warsow,$183.00,2 Players,1 Tournament,2018
142,Reflex,$163.66,12 Players,3 Tournaments,2018
143,Street Fighter EX2 Plus,$160.00,3 Players,1 Tournament,2018
144,Capcom vs. SNK 2,$150.00,3 Players,1 Tournament,2018
145,Persona 4 Arena Ultimax,$120.00,3 Players,1 Tournament,2018
146,Garou: Mark of the Wolves,$108.71,4 Players,1 Tournament,2018
147,Samurai Shodown V Special,$108.71,4 Players,1 Tournament,2018
148,Soul Calibur II HD Online,$85.41,4 Players,1 Tournament,2018
149,Soul Calibur V,$77.64,4 Players,1 Tournament,2018
150,Lethal League Blaze,$11.40,1 Player,1 Tournament,2018
0,Fortnite,"$72,800,079.01",3044 Players,400 Tournaments,2019
1,Dota 2,"$47,055,308.77",1359 Players,227 Tournaments,2019
2,Counter-Strike: Global Offensive,"$22,230,830.12",3937 Players,944 Tournaments,2019
3,PLAYERUNKNOWN’S BATTLEGROUNDS,"$11,327,221.08",1429 Players,114 Tournaments,2019
4,Arena of Valor,"$10,481,395.34",382 Players,24 Tournaments,2019
5,League of Legends,"$9,638,854.74",2142 Players,208 Tournaments,2019
6,Overwatch,"$9,587,036.77",1227 Players,58 Tournaments,2019
7,Call of Duty: Black Ops 4,"$6,383,189.00",341 Players,31 Tournaments,2019
8,Rainbow Six Siege,"$5,116,916.82",1108 Players,112 Tournaments,2019
9,Hearthstone,"$4,786,421.97",519 Players,46 Tournaments,2019
10,Magic: The Gathering Arena,"$4,402,000.00",219 Players,33 Tournaments,2019
11,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$3,832,260.59",885 Players,31 Tournaments,2019
12,StarCraft II,"$3,127,002.59",394 Players,366 Tournaments,2019
13,Rocket League,"$3,105,097.55",508 Players,230 Tournaments,2019
14,Apex Legends,"$2,861,382.64",683 Players,80 Tournaments,2019
15,FIFA 19,"$2,690,910.99",247 Players,29 Tournaments,2019
16,Shadowverse,"$1,761,477.09",184 Players,35 Tournaments,2019
17,Clash of Clans,"$1,455,727.00",87 Players,21 Tournaments,2019
18,Auto Chess,"$1,076,322.28",72 Players,6 Tournaments,2019
19,Super Smash Bros. Ultimate,"$1,049,770.97",1639 Players,969 Tournaments,2019
20,Clash Royale,"$1,047,130.00",112 Players,10 Tournaments,2019
21,CrossFire,"$1,014,147.75",94 Players,11 Tournaments,2019
22,Street Fighter V: Arcade Edition,"$845,119.16",153 Players,50 Tournaments,2019
23,Free Fire,"$808,109.12",330 Players,13 Tournaments,2019
24,Tekken 7,"$769,730.43",267 Players,98 Tournaments,2019
25,World of WarCraft,"$686,000.00",78 Players,16 Tournaments,2019
26,Gears 5,"$560,000.00",95 Players,6 Tournaments,2019
27,Paladins,"$550,000.00",101 Players,6 Tournaments,2019
28,Brawlhalla,"$523,239.00",209 Players,125 Tournaments,2019
29,F1 2019,"$500,000.00",22 Players,1 Tournament,2019
30,Gears of War 4,"$500,000.00",61 Players,2 Tournaments,2019
31,FIFA Online 4,"$490,669.50",90 Players,5 Tournaments,2019
32,FIFA 20,"$476,358.96",139 Players,21 Tournaments,2019
33,TEPPEN,"$456,721.47",12 Players,1 Tournament,2019
34,Teamfight Tactics,"$449,284.65",133 Players,11 Tournaments,2019
35,iRacing.com,"$399,642.94",256 Players,23 Tournaments,2019
36,WarCraft III,"$392,576.52",67 Players,40 Tournaments,2019
37,Forza Motorsport 7,"$366,200.00",74 Players,5 Tournaments,2019
38,Call of Duty: Modern Warfare,"$348,612.50",78 Players,10 Tournaments,2019
39,Halo 3,"$335,200.00",66 Players,9 Tournaments,2019
40,Heroes of the Storm,"$316,914.92",179 Players,29 Tournaments,2019
41,StarCraft: Remastered,"$311,596.26",73 Players,69 Tournaments,2019
42,Mortal Kombat 11,"$309,234.68",161 Players,37 Tournaments,2019
43,Call of Duty: Blackout,"$296,608.35",152 Players,12 Tournaments,2019
44,Brawl Stars,"$288,700.00",57 Players,10 Tournaments,2019
45,Super Smash Bros. Melee,"$229,730.22",386 Players,122 Tournaments,2019
46,Pro Evolution Soccer 2019,"$216,000.00",25 Players,2 Tournaments,2019
47,Mobile Legends: Bang Bang,"$211,000.00",30 Players,1 Tournament,2019
48,Magic: The Gathering Online,"$200,000.00",24 Players,1 Tournament,2019
49,Age of Empires II,"$138,019.31",197 Players,144 Tournaments,2019
50,Minecraft,"$130,000.00",17 Players,13 Tournaments,2019
51,Battalion 1944,"$128,078.05",97 Players,22 Tournaments,2019
52,Dragon Ball FighterZ,"$124,052.77",108 Players,42 Tournaments,2019
53,Assetto Corsa,"$110,003.30",47 Players,21 Tournaments,2019
54,Farming Simulator 19,"$106,133.10",72 Players,8 Tournaments,2019
55,Madden NFL 19,"$100,000.00",5 Players,2 Tournaments,2019
56,Sea of Thieves,"$100,000.00",67 Players,4 Tournaments,2019
57,Chess.com,"$99,858.11",140 Players,22 Tournaments,2019
58,Old School Runescape,"$97,000.00",7 Players,4 Tournaments,2019
59,rFactor 2,"$95,118.59",139 Players,21 Tournaments,2019
60,Multigaming,"$89,274.63",15 Players,2 Tournaments,2019
61,Soul Calibur VI,"$86,074.21",83 Players,30 Tournaments,2019
62,Big Buck Hunter Arcade,"$76,200.00",3 Players,1 Tournament,2019
63,Dead or Alive 6,"$72,206.54",62 Players,18 Tournaments,2019
64,Quake Champions,"$72,186.51",31 Players,6 Tournaments,2019
65,Ring of Elysium,"$70,000.00",9 Players,4 Tournaments,2019
66,Artifact Classic,"$69,272.34",194 Players,117 Tournaments,2019
67,Guns of Boom,"$64,800.00",8 Players,7 Tournaments,2019
68,Samurai Shodown (2019),"$64,499.91",54 Players,14 Tournaments,2019
69,BlazBlue: Cross Tag Battle,"$62,376.70",75 Players,23 Tournaments,2019
70,Guilty Gear Xrd REV 2,"$61,006.37",73 Players,25 Tournaments,2019
71,TrackMania 2: Stadium,"$55,760.30",123 Players,85 Tournaments,2019
72,Stardew Valley,"$54,250.00",56 Players,2 Tournaments,2019
73,RaceRoom Racing Experience,"$53,160.00",54 Players,8 Tournaments,2019
74,Asphalt 9: Legends,"$51,520.00",5 Players,2 Tournaments,2019
75,Borderlands 3,"$50,000.00",16 Players,1 Tournament,2019
76,Halo: Reach,"$50,000.00",16 Players,1 Tournament,2019
77,Splitgate: Arena Warfare,"$50,000.00",64 Players,2 Tournaments,2019
78,WWE 2K20,"$50,000.00",20 Players,2 Tournaments,2019
79,BlazBlue: Central Fiction,"$39,752.85",35 Players,8 Tournaments,2019
80,Team Fortress 2,"$37,432.94",289 Players,14 Tournaments,2019
81,Under Night In-Birth EXE: Late[st],"$32,610.17",69 Players,18 Tournaments,2019
82,Project Cars 2,"$32,400.00",32 Players,20 Tournaments,2019
83,King of Fighters XIV,"$32,365.70",30 Players,10 Tournaments,2019
84,The Division 2,"$27,250.00",40 Players,2 Tournaments,2019
85,Gwent,"$25,000.00",8 Players,1 Tournament,2019
86,Dota Underlords,"$22,635.68",56 Players,29 Tournaments,2019
87,NHL 19,"$19,700.00",6 Players,6 Tournaments,2019
88,Sekiro: Shadows Die Twice,"$19,596.00",20 Players,1 Tournament,2019
89,osu!,"$18,447.02",318 Players,9 Tournaments,2019
